datum,bundesland_id,bundesland_name,versorgungsstufe,anzahl_meldebereiche,faelle_covid_aktuell,intensivbetten_belegt,intensivbetten_frei
2021-01-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1617,7817,1114
2021-01-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,806,1813,6709,1589
2021-01-13,00,Deutschland,nicht angegeben,16,23,204,32
2021-01-12,00,Deutschland,FACHKLINIK,82,141,834,289
2021-01-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1828,6650,1657
2021-01-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1603,7018,1390
2021-01-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1633,7732,1181
2021-01-12,00,Deutschland,nicht angegeben,16,25,202,34
2021-01-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1615,6895,1474
2021-01-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1847,6498,1764
2021-01-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1653,7618,1227
2021-01-11,00,Deutschland,nicht angegeben,16,26,199,36
2021-01-11,00,Deutschland,FACHKLINIK,82,147,805,277
2021-01-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1846,6383,1840
2021-01-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1610,6832,1503
2021-01-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1674,7555,1252
2021-01-10,00,Deutschland,FACHKLINIK,82,164,826,286
2021-01-10,00,Deutschland,nicht angegeben,16,26,192,36
2021-01-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1664,6967,1394
2021-01-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1876,6544,1708
2021-01-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1681,7720,1130
2021-01-09,00,Deutschland,FACHKLINIK,82,166,840,274
2021-01-09,00,Deutschland,nicht angegeben,16,27,201,29
2021-01-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1933,6705,1570
2021-01-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1707,7796,1118
2021-01-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1660,7023,1336
2021-01-08,00,Deutschland,FACHKLINIK,82,161,848,293
2021-01-08,00,Deutschland,nicht angegeben,16,25,195,35
2021-01-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1670,6988,1390
2021-01-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1911,6644,1624
2021-01-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1721,7772,1130
2021-01-07,00,Deutschland,FACHKLINIK,83,159,860,287
2021-01-07,00,Deutschland,nicht angegeben,16,31,196,37
2021-01-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1719,7001,1370
2021-01-06,00,Deutschland,FACHKLINIK,83,163,846,296
2021-01-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1905,6651,1630
2021-01-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1755,7783,1111
2021-01-06,00,Deutschland,nicht angegeben,16,30,197,36
2021-01-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1987,6599,1680
2021-01-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1722,6990,1358
2021-01-05,00,Deutschland,FACHKLINIK,83,170,852,290
2021-01-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1765,7726,1155
2021-01-05,00,Deutschland,nicht angegeben,16,27,197,19
2021-01-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1758,6838,1429
2021-01-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1778,7596,1233
2021-01-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,2001,6539,1696
2021-01-04,00,Deutschland,FACHKLINIK,83,177,833,305
2021-01-04,00,Deutschland,nicht angegeben,16,30,192,26
2021-01-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1771,6821,1402
2021-01-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,811,1997,6463,1725
2021-01-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1778,7588,1225
2021-01-03,00,Deutschland,FACHKLINIK,83,184,830,276
2021-01-03,00,Deutschland,nicht angegeben,16,31,189,23
2021-01-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1725,6781,1420
2021-01-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1974,6403,1783
2021-01-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1804,7569,1254
2021-01-02,00,Deutschland,FACHKLINIK,83,190,836,267
2021-01-02,00,Deutschland,nicht angegeben,16,31,185,27
2021-01-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1679,6737,1470
2021-01-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1943,6395,1757
2021-01-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1762,7496,1301
2021-01-01,00,Deutschland,FACHKLINIK,83,189,826,274
2021-01-01,00,Deutschland,nicht angegeben,16,31,186,26
2020-12-31,00,Deutschland,SCHWERPUNKTVERSORGUNG,489,1712,6824,1399
2020-12-31,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1941,6407,1765
2020-12-31,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1759,7561,1295
2020-12-31,00,Deutschland,FACHKLINIK,82,194,842,259
2020-12-31,00,Deutschland,nicht angegeben,16,32,193,19
2020-12-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1930,6427,1774
2020-12-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1764,7627,1253
2020-12-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1708,6858,1403
2020-12-30,00,Deutschland,FACHKLINIK,82,213,871,255
2020-12-30,00,Deutschland,nicht angegeben,16,32,191,20
2020-12-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1712,6871,1418
2020-12-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1761,7617,1284
2020-12-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1929,6471,1735
2020-12-29,00,Deutschland,FACHKLINIK,82,211,875,260
2020-12-29,00,Deutschland,nicht angegeben,16,36,188,25
2020-12-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1668,6748,1526
2020-12-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1914,6350,1848
2020-12-28,00,Deutschland,FACHKLINIK,82,202,872,259
2020-12-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1781,7487,1365
2020-12-28,00,Deutschland,nicht angegeben,16,35,193,20
2020-12-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1902,6238,1948
2020-12-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1665,6652,1573
2020-12-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1754,7428,1349
2020-12-27,00,Deutschland,FACHKLINIK,82,213,870,240
2020-12-27,00,Deutschland,nicht angegeben,16,28,196,20
2020-12-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1898,6191,2000
2020-12-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1651,6610,1606
2020-12-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1733,7396,1391
2020-12-26,00,Deutschland,FACHKLINIK,82,225,877,231
2020-12-26,00,Deutschland,nicht angegeben,16,29,194,22
2020-12-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1853,6227,1979
2020-12-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1592,6536,1671
2020-12-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1689,7353,1395
2020-12-25,00,Deutschland,FACHKLINIK,82,222,887,230
2020-12-25,00,Deutschland,nicht angegeben,16,25,194,22
2020-12-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1590,6650,1567
2020-12-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1825,6288,1906
2020-12-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1679,7490,1306
2020-12-24,00,Deutschland,FACHKLINIK,83,228,920,205
2020-12-24,00,Deutschland,nicht angegeben,16,24,195,21
2020-12-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1570,6805,1453
2020-12-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1791,6404,1850
2020-12-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,293,1634,7587,1255
2020-12-23,00,Deutschland,FACHKLINIK,82,219,926,217
2020-12-23,00,Deutschland,nicht angegeben,16,27,200,38
2020-12-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1562,6809,1444
2020-12-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,811,1775,6440,1835
2020-12-22,00,Deutschland,FACHKLINIK,83,224,941,208
2020-12-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1627,7647,1236
2020-12-22,00,Deutschland,nicht angegeben,16,29,202,36
2020-12-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1764,6440,1860
2020-12-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1568,6779,1484
2020-12-21,00,Deutschland,nicht angegeben,16,30,200,37
2020-12-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1585,7616,1256
2020-12-21,00,Deutschland,FACHKLINIK,83,221,938,210
2020-12-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1680,6323,1968
2020-12-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1508,6699,1581
2020-12-20,00,Deutschland,FACHKLINIK,83,223,903,193
2020-12-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1583,7530,1272
2020-12-20,00,Deutschland,nicht angegeben,16,35,203,30
2020-12-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1650,6454,1878
2020-12-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1471,6788,1497
2020-12-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,294,1561,7701,1171
2020-12-19,00,Deutschland,FACHKLINIK,83,224,916,181
2020-12-19,00,Deutschland,nicht angegeben,16,35,207,26
2020-12-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,489,1464,6883,1505
2020-12-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,295,1548,7846,1029
2020-12-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1633,6552,1825
2020-12-18,00,Deutschland,FACHKLINIK,83,222,940,194
2020-12-18,00,Deutschland,nicht angegeben,16,37,204,30
2020-12-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1626,6538,1838
2020-12-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1423,6884,1514
2020-12-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1550,7893,1033
2020-12-17,00,Deutschland,FACHKLINIK,83,225,945,188
2020-12-17,00,Deutschland,nicht angegeben,16,31,187,45
2020-12-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1607,6585,1782
2020-12-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1425,6945,1455
2020-12-16,00,Deutschland,FACHKLINIK,83,216,933,201
2020-12-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1549,7869,1034
2020-12-16,00,Deutschland,nicht angegeben,15,37,190,43
2020-12-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1405,6916,1499
2020-12-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1565,6565,1813
2020-12-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1525,7831,1111
2020-12-15,00,Deutschland,FACHKLINIK,83,212,951,193
2020-12-15,00,Deutschland,nicht angegeben,15,28,195,36
2020-12-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,490,1398,6818,1588
2020-12-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1502,7697,1184
2020-12-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1533,6375,2020
2020-12-14,00,Deutschland,FACHKLINIK,83,213,926,223
2020-12-14,00,Deutschland,nicht angegeben,15,29,202,32
2020-12-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1490,6293,2072
2020-12-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1363,6783,1614
2020-12-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1455,7597,1241
2020-12-13,00,Deutschland,FACHKLINIK,83,212,914,205
2020-12-13,00,Deutschland,nicht angegeben,15,33,193,41
2020-12-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1358,6893,1496
2020-12-12,00,Deutschland,FACHKLINIK,83,213,924,203
2020-12-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1459,6410,1978
2020-12-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1428,7723,1149
2020-12-12,00,Deutschland,nicht angegeben,15,33,194,40
2020-12-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1410,6538,1867
2020-12-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1357,7009,1418
2020-12-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,291,1435,7810,1075
2020-12-11,00,Deutschland,nicht angegeben,15,33,192,42
2020-12-11,00,Deutschland,FACHKLINIK,83,197,940,214
2020-12-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1323,6988,1460
2020-12-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1378,6596,1891
2020-12-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1422,7811,1111
2020-12-10,00,Deutschland,nicht angegeben,15,37,200,35
2020-12-10,00,Deutschland,FACHKLINIK,83,179,939,228
2020-12-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1277,6956,1491
2020-12-09,00,Deutschland,FACHKLINIK,83,171,920,246
2020-12-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1383,6582,1902
2020-12-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1410,7826,1149
2020-12-09,00,Deutschland,nicht angegeben,15,37,192,41
2020-12-08,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1367,6541,1921
2020-12-08,00,Deutschland,FACHKLINIK,83,165,904,251
2020-12-08,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1430,7820,1138
2020-12-08,00,Deutschland,nicht angegeben,15,41,185,47
2020-12-08,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1252,6855,1562
2020-12-07,00,Deutschland,SCHWERPUNKTVERSORGUNG,491,1243,6730,1703
2020-12-07,00,Deutschland,GRUND_UND_REGELVERSORGUNG,812,1346,6343,2131
2020-12-07,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1396,7717,1245
2020-12-07,00,Deutschland,FACHKLINIK,83,157,883,286
2020-12-07,00,Deutschland,nicht angegeben,15,39,169,61
2020-12-06,00,Deutschland,GRUND_UND_REGELVERSORGUNG,810,1337,6260,2175
2020-12-06,00,Deutschland,SCHWERPUNKTVERSORGUNG,488,1234,6706,1725
2020-12-06,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1335,7651,1289
2020-12-06,00,Deutschland,FACHKLINIK,83,164,865,262
2020-12-06,00,Deutschland,nicht angegeben,15,38,177,51
2020-12-05,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1296,6394,2049
2020-12-05,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1222,6884,1546
2020-12-05,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1343,7766,1185
2020-12-05,00,Deutschland,FACHKLINIK,83,151,873,265
2020-12-05,00,Deutschland,nicht angegeben,15,39,183,44
2020-12-04,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1304,6483,2056
2020-12-04,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1214,6938,1541
2020-12-04,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1306,7908,1090
2020-12-04,00,Deutschland,FACHKLINIK,83,146,903,272
2020-12-04,00,Deutschland,nicht angegeben,15,41,193,37
2020-12-03,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1207,6887,1628
2020-12-03,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1300,7811,1207
2020-12-03,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1302,6489,2047
2020-12-03,00,Deutschland,FACHKLINIK,83,143,909,278
2020-12-03,00,Deutschland,nicht angegeben,15,28,191,38
2020-12-02,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1180,6895,1634
2020-12-02,00,Deutschland,FACHKLINIK,83,140,899,289
2020-12-02,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1291,6465,2079
2020-12-02,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,292,1320,7830,1199
2020-12-02,00,Deutschland,nicht angegeben,15,27,186,44
2020-12-01,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1177,6838,1717
2020-12-01,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1289,6457,2109
2020-12-01,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,291,1301,7787,1264
2020-12-01,00,Deutschland,FACHKLINIK,83,133,898,296
2020-12-01,00,Deutschland,nicht angegeben,15,21,186,47
2020-11-30,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1304,6321,2250
2020-11-30,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1173,6669,1864
2020-11-30,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,291,1301,7598,1400
2020-11-30,00,Deutschland,FACHKLINIK,83,130,857,330
2020-11-30,00,Deutschland,nicht angegeben,15,18,184,48
2020-11-29,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1312,6267,2266
2020-11-29,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,290,1289,7580,1398
2020-11-29,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1149,6663,1832
2020-11-29,00,Deutschland,FACHKLINIK,83,128,842,318
2020-11-29,00,Deutschland,nicht angegeben,15,21,184,46
2020-11-28,00,Deutschland,SCHWERPUNKTVERSORGUNG,487,1149,6781,1732
2020-11-28,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1292,6386,2168
2020-11-28,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,290,1297,7700,1269
2020-11-28,00,Deutschland,FACHKLINIK,83,130,864,291
2020-11-28,00,Deutschland,nicht angegeben,15,20,187,46
2020-11-27,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1158,6875,1691
2020-11-27,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1260,6530,2066
2020-11-27,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,290,1297,7823,1198
2020-11-27,00,Deutschland,FACHKLINIK,83,123,884,299
2020-11-27,00,Deutschland,nicht angegeben,15,17,191,42
2020-11-26,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1275,6444,2193
2020-11-26,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1148,6808,1781
2020-11-26,00,Deutschland,FACHKLINIK,83,115,864,320
2020-11-26,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,289,1274,7826,1210
2020-11-26,00,Deutschland,nicht angegeben,15,14,190,41
2020-11-25,00,Deutschland,GRUND_UND_REGELVERSORGUNG,809,1240,6359,2311
2020-11-25,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1141,6763,1849
2020-11-25,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1267,7830,1209
2020-11-25,00,Deutschland,FACHKLINIK,84,115,891,315
2020-11-25,00,Deutschland,nicht angegeben,15,15,199,32
2020-11-24,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1260,6341,2344
2020-11-24,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1138,6762,1864
2020-11-24,00,Deutschland,FACHKLINIK,84,101,865,342
2020-11-24,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1253,7754,1312
2020-11-24,00,Deutschland,nicht angegeben,15,15,201,35
2020-11-23,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1113,6599,2066
2020-11-23,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1239,7552,1482
2020-11-23,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1274,6147,2540
2020-11-23,00,Deutschland,FACHKLINIK,85,98,837,368
2020-11-23,00,Deutschland,nicht angegeben,15,16,196,40
2020-11-22,00,Deutschland,SCHWERPUNKTVERSORGUNG,486,1102,6563,2080
2020-11-22,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1224,7592,1445
2020-11-22,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1271,6104,2577
2020-11-22,00,Deutschland,nicht angegeben,15,16,196,40
2020-11-22,00,Deutschland,FACHKLINIK,85,96,838,346
2020-11-21,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1197,7726,1319
2020-11-21,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1248,6246,2431
2020-11-21,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,1078,6711,1944
2020-11-21,00,Deutschland,FACHKLINIK,85,97,866,324
2020-11-21,00,Deutschland,nicht angegeben,15,12,196,40
2020-11-20,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,1079,6772,1920
2020-11-20,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1180,7794,1356
2020-11-20,00,Deutschland,GRUND_UND_REGELVERSORGUNG,806,1249,6426,2306
2020-11-20,00,Deutschland,FACHKLINIK,85,95,879,340
2020-11-20,00,Deutschland,nicht angegeben,15,12,197,39
2020-11-19,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,1076,6794,1924
2020-11-19,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1252,6346,2406
2020-11-19,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1155,7704,1438
2020-11-19,00,Deutschland,FACHKLINIK,85,98,898,333
2020-11-19,00,Deutschland,nicht angegeben,15,12,196,40
2020-11-18,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1222,6418,2362
2020-11-18,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1160,7695,1432
2020-11-18,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,1068,6852,1920
2020-11-18,00,Deutschland,FACHKLINIK,85,101,897,337
2020-11-18,00,Deutschland,nicht angegeben,15,10,194,42
2020-11-17,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1208,6312,2488
2020-11-17,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,1035,6760,2008
2020-11-17,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,288,1162,7667,1507
2020-11-17,00,Deutschland,FACHKLINIK,85,104,879,350
2020-11-17,00,Deutschland,nicht angegeben,15,8,199,38
2020-11-16,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1177,6145,2660
2020-11-16,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,1029,6631,2119
2020-11-16,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,287,1117,7508,1644
2020-11-16,00,Deutschland,FACHKLINIK,85,103,866,357
2020-11-16,00,Deutschland,nicht angegeben,15,9,203,34
2020-11-15,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1157,6066,2678
2020-11-15,00,Deutschland,FACHKLINIK,85,103,839,360
2020-11-15,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,1016,6625,2081
2020-11-15,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,286,1098,7501,1604
2020-11-15,00,Deutschland,nicht angegeben,15,11,196,40
2020-11-14,00,Deutschland,GRUND_UND_REGELVERSORGUNG,806,1134,6236,2532
2020-11-14,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,986,6719,2021
2020-11-14,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,285,1088,7611,1490
2020-11-14,00,Deutschland,FACHKLINIK,85,105,866,336
2020-11-14,00,Deutschland,nicht angegeben,15,11,195,41
2020-11-13,00,Deutschland,FACHKLINIK,85,102,876,350
2020-11-13,00,Deutschland,SCHWERPUNKTVERSORGUNG,485,993,6872,1890
2020-11-13,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1134,6296,2555
2020-11-13,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,286,1058,7713,1425
2020-11-13,00,Deutschland,nicht angegeben,15,11,190,47
2020-11-12,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,959,6872,1957
2020-11-12,00,Deutschland,GRUND_UND_REGELVERSORGUNG,807,1069,6313,2622
2020-11-12,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,285,1034,7675,1477
2020-11-12,00,Deutschland,FACHKLINIK,85,112,891,353
2020-11-12,00,Deutschland,nicht angegeben,15,11,178,59
2020-11-11,00,Deutschland,SCHWERPUNKTVERSORGUNG,484,943,6795,2039
2020-11-11,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1056,6300,2653
2020-11-11,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,285,1003,7621,1520
2020-11-11,00,Deutschland,FACHKLINIK,85,112,882,342
2020-11-11,00,Deutschland,nicht angegeben,15,10,187,53
2020-11-10,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1057,6216,2721
2020-11-10,00,Deutschland,SCHWERPUNKTVERSORGUNG,483,900,6751,2073
2020-11-10,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,286,970,7534,1608
2020-11-10,00,Deutschland,FACHKLINIK,85,122,882,354
2020-11-10,00,Deutschland,nicht angegeben,15,9,193,47
2020-11-09,00,Deutschland,SCHWERPUNKTVERSORGUNG,482,879,6582,2284
2020-11-09,00,Deutschland,UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG,286,950,7324,1794
2020-11-09,00,Deutschland,GRUND_UND_REGELVERSORGUNG,808,1047,5998,2975
